customer_id,signup_date,age_group,gender,city,customer_type,loyalty_tier
C2630,2022-09-29,26-35,Female,Leicester,New,Silver
C2631,2022-08-13,26-35,Male,Nottingham,New,Bronze
C2632,2024-06-20,26-35,Male,Leeds,New,Silver
C2633,2023-01-22,26-35,Male,Sheffield,Returning,Bronze
C2634,2021-03-15,36-45,Female,Leeds,New,Silver
C2635,2020-06-12,26-35,Female,Leeds,Returning,Bronze
C2636,2022-11-08,26-35,Male,Liverpool,New,Silver
C2637,2023-07-09,18-25,Female,Sheffield,New,Silver
C2638,2022-07-24,18-25,Female,Bristol,Returning,Bronze
C2639,2023-12-16,36-45,Male,Leicester,New,Bronze
C2640,2022-05-17,18-25,Male,Birmingham,Returning,Bronze
C2641,2024-03-26,56-65,Female,Birmingham,New,Bronze
C2642,2020-11-02,46-55,Male,Southampton,New,Bronze
C2643,2021-07-07,26-35,Female,Leicester,Returning,Silver
C2644,2022-05-23,18-25,Male,Birmingham,Returning,Bronze
C2645,2021-01-27,36-45,Female,Leeds,Returning,Bronze
C2646,2021-03-05,46-55,Male,Leeds,New,Bronze
C2647,2020-07-17,46-55,Female,Bristol,Returning,Bronze
C2648,2023-01-21,36-45,Male,Nottingham,Returning,Silver
C2649,2022-04-18,36-45,Male,Leicester,New,Bronze
C2650,2022-11-30,26-35,Male,Cardiff,Returning,Silver
C2651,2021-07-07,36-45,Female,Belfast,Returning,Silver
C2652,2021-07-28,18-25,Female,Cardiff,New,Silver
C2653,2020-05-12,26-35,Female,Sheffield,New,Silver
C2654,2023-04-24,26-35,Male,Leicester,Returning,Bronze
C2655,2023-06-23,26-35,Male,Sheffield,Returning,Bronze
C2656,2022-09-09,46-55,Male,Belfast,New,Silver
C2657,2020-10-02,18-25,Male,Manchester,Returning,Bronze
C2658,2021-10-21,26-35,Male,Manchester,New,Gold
C2659,2021-09-18,18-25,Male,London,New,Silver
C2660,2021-09-14,26-35,Female,London,Returning,Bronze
C2661,2023-02-22,18-25,Female,Glasgow,New,Bronze
C2662,2022-06-26,36-45,Male,London,New,Bronze
C2663,2021-03-28,46-55,Female,Manchester,New,Silver
C2664,2021-10-08,36-45,Female,Birmingham,Returning,Silver
C2665,2020-09-08,26-35,Female,London,Returning,Silver
C2666,2024-04-12,36-45,Female,Nottingham,Returning,Bronze
C2667,2020-11-23,18-25,Female,Edinburgh,New,Silver
C2668,2021-02-26,26-35,Prefer not to say,Birmingham,New,Silver
C2669,2021-07-01,46-55,Female,Newcastle,New,Bronze
C2670,2023-04-04,36-45,Female,Liverpool,New,Silver
C2671,2020-10-04,18-25,Male,Edinburgh,New,Gold
C2672,2024-02-14,26-35,Female,Cardiff,New,Silver
C2673,2021-06-01,18-25,Female,Belfast,New,Gold
C2674,2023-10-24,26-35,Female,Birmingham,Returning,Bronze
C2675,2020-09-29,36-45,Male,Leeds,New,Gold
C2676,2023-08-11,36-45,Male,Nottingham,New,Silver
C2677,2022-06-13,36-45,Male,Southampton,New,Bronze
C2678,2020-07-01,18-25,Female,Birmingham,New,Silver
C2679,2023-10-17,18-25,Male,Leicester,New,Bronze
C2680,2020-05-19,46-55,Male,Birmingham,Returning,Bronze
C2681,2024-04-01,18-25,Male,Edinburgh,Returning,Silver
C2682,2021-08-26,26-35,Male,Leicester,New,Bronze
C2683,2022-07-07,26-35,Male,Glasgow,New,Silver
C2684,2022-03-10,65+,Male,London,New,Gold
C2685,2022-03-08,56-65,Male,Southampton,New,Silver
C2686,2021-09-14,65+,Male,Liverpool,New,Bronze
C2687,2024-01-08,46-55,Female,Leicester,New,Bronze
C2688,2022-08-21,26-35,Male,London,Returning,Bronze
C2689,2020-08-13,18-25,Female,Leicester,New,Bronze
C2690,2021-05-13,26-35,Male,Nottingham,Returning,Silver
C2691,2023-12-06,18-25,Female,Nottingham,New,Bronze
C2692,2021-09-29,56-65,Female,Liverpool,New,Gold
C2693,2023-10-25,18-25,Female,Southampton,Returning,Bronze
C2694,2023-01-04,18-25,Female,Edinburgh,Returning,Bronze
C2695,2021-04-28,36-45,Male,Birmingham,New,Bronze
C2696,2022-09-27,18-25,Male,Edinburgh,Returning,Bronze
C2697,2023-03-31,56-65,Male,Leeds,Returning,Silver
C2698,2022-05-06,36-45,Male,Cardiff,New,Gold
C2699,2023-02-20,26-35,Female,Liverpool,Returning,Bronze
C2700,2021-06-18,26-35,Male,Birmingham,New,Silver
C2701,2022-08-05,46-55,Female,Leeds,Returning,Silver
C2702,2023-07-26,46-55,Female,Edinburgh,New,Bronze
C2703,2020-08-11,56-65,Female,Newcastle,New,Bronze
C2704,2023-12-15,26-35,Female,Bristol,Returning,Silver
C2705,2022-06-28,26-35,Female,Edinburgh,Returning,Gold
C2706,2020-11-16,56-65,Prefer not to say,Southampton,New,Bronze
C2707,2022-05-26,18-25,Female,Edinburgh,New,Silver
C2708,2022-11-03,18-25,Male,Cardiff,New,Bronze
C2709,2020-08-18,26-35,Female,Sheffield,New,Bronze
C2710,2021-07-14,46-55,Female,Edinburgh,Returning,Bronze
C2711,2022-08-18,36-45,Female,Manchester,New,Silver
C2712,2020-05-15,36-45,Female,Newcastle,New,Bronze
C2713,2022-05-31,26-35,Male,Glasgow,Returning,Bronze
C2714,2023-06-16,46-55,Male,Birmingham,Returning,Silver
C2715,2022-01-03,26-35,Male,Cardiff,Returning,Silver
C2716,2022-09-08,26-35,Male,Liverpool,Returning,Gold
C2717,2024-06-01,18-25,Female,Belfast,Returning,Gold
C2718,2020-12-12,26-35,Female,Leeds,Returning,Silver
C2719,2021-04-24,26-35,Female,Nottingham,Returning,Bronze
C2720,2024-06-15,46-55,Female,Cardiff,New,Bronze
C2721,2021-12-03,36-45,Female,Nottingham,New,Bronze
C2722,2021-07-28,36-45,Female,Edinburgh,New,Bronze
C2723,2020-07-16,65+,Male,Edinburgh,New,Bronze
C2724,2021-01-02,36-45,Prefer not to say,Leeds,Returning,Gold
C2725,2023-03-22,36-45,Female,Edinburgh,New,Silver
C2726,2021-10-11,65+,Female,Edinburgh,New,Silver
C2727,2023-06-23,18-25,Male,Leicester,Returning,Silver
C2728,2021-06-04,65+,Male,Cardiff,New,Silver
C2729,2020-12-25,36-45,Female,Sheffield,New,Bronze
C2730,2020-04-28,18-25,Female,London,Returning,Bronze
C2731,2023-08-18,36-45,Female,Belfast,New,Bronze
C2732,2021-07-01,18-25,Male,Leeds,New,Bronze
C2733,2021-06-18,26-35,Non-binary,Sheffield,New,Bronze
C2734,2022-11-27,36-45,Male,Leeds,Returning,Gold
C2735,2021-01-08,46-55,Female,Belfast,Returning,Bronze
C2736,2023-04-01,26-35,Female,Leicester,New,Silver
C2737,2023-12-04,18-25,Female,London,New,Bronze
C2738,2020-11-01,56-65,Female,Bristol,New,Silver
C2739,2023-05-17,36-45,Female,Belfast,Returning,Silver
C2740,2020-07-17,56-65,Female,Leicester,New,Bronze
C2741,2023-07-22,18-25,Female,Sheffield,New,Silver
C2742,2022-06-17,26-35,Male,Belfast,Returning,Silver
C2743,2023-12-01,46-55,Male,Cardiff,Returning,Gold
C2744,2022-06-17,26-35,Female,Southampton,Returning,Silver
C2745,2022-03-04,46-55,Male,Manchester,New,Bronze
C2746,2024-02-18,18-25,Female,Leicester,Returning,Bronze
C2747,2021-08-28,26-35,Male,Sheffield,New,Silver
C2748,2024-01-02,46-55,Male,Newcastle,New,Silver
C2749,2023-01-03,56-65,Male,Glasgow,New,Gold
C2750,2020-01-09,26-35,Female,Cardiff,Returning,Bronze
C2751,2020-05-06,46-55,Female,Southampton,New,Bronze
C2752,2020-12-29,36-45,Male,London,Returning,Silver
C2753,2022-08-22,46-55,Female,Edinburgh,New,Bronze
C2754,2020-02-18,46-55,Male,Belfast,Returning,Bronze
C2755,2020-02-20,26-35,Female,Newcastle,New,Bronze
C2756,2021-06-18,36-45,Male,Newcastle,New,Bronze
C2757,2021-12-07,18-25,Female,Leicester,New,Silver
C2758,2022-06-27,18-25,Male,Sheffield,New,Bronze
C2759,2022-12-20,18-25,Male,Leeds,Returning,Silver
C2760,2023-11-13,56-65,Male,Leeds,Returning,Bronze
C2761,2020-04-27,46-55,Male,Nottingham,Returning,Silver
C2762,2022-04-17,36-45,Non-binary,London,Returning,Bronze
C2763,2024-03-28,36-45,Female,Manchester,Returning,Bronze
C2764,2023-08-10,36-45,Female,Glasgow,New,Gold
C2765,2020-01-07,46-55,Male,Glasgow,Returning,Silver
C2766,2024-04-20,26-35,Female,Sheffield,New,Gold
C2767,2023-10-26,18-25,Male,Edinburgh,New,Gold
C2768,2022-05-31,36-45,Male,Manchester,Returning,Silver
C2769,2021-10-12,26-35,Female,Liverpool,New,Bronze
C2770,2023-10-12,46-55,Male,Cardiff,Returning,Silver
C2771,2020-08-18,36-45,Female,Cardiff,Returning,Bronze
C2772,2020-02-06,56-65,Male,Edinburgh,New,Bronze
C2773,2023-11-11,46-55,Male,Cardiff,Returning,Bronze
C2774,2024-03-04,36-45,Male,Leeds,Returning,Bronze
C2775,2022-10-24,26-35,Male,London,New,Bronze
C2776,2020-07-05,18-25,Male,Sheffield,Returning,Gold
C2777,2021-08-10,36-45,Female,Bristol,New,Silver
C2778,2020-08-23,26-35,Female,Newcastle,New,Gold
C2779,2021-08-14,26-35,Female,London,New,Bronze
C2780,2024-03-06,46-55,Female,Glasgow,New,Gold
C2781,2020-02-11,18-25,Female,Cardiff,Returning,Gold
C2782,2020-04-19,36-45,Female,Edinburgh,New,Gold
C2783,2022-11-16,36-45,Male,Nottingham,New,Bronze
C2784,2022-09-05,26-35,Male,Leicester,New,Gold
C2785,2023-03-02,36-45,Female,Birmingham,Returning,Silver
C2786,2023-11-29,26-35,Male,Birmingham,New,Silver
C2787,2022-05-13,36-45,Female,Cardiff,Returning,Bronze
C2788,2021-11-14,46-55,Male,London,New,Gold
C2789,2022-02-22,56-65,Female,Leicester,New,Silver
C2790,2021-10-18,36-45,Male,Belfast,Returning,Silver
C2791,2023-03-26,56-65,Male,Manchester,New,Silver
C2792,2023-12-12,46-55,Male,Nottingham,New,Bronze
C2793,2020-10-09,36-45,Male,London,New,Bronze
C2794,2021-08-22,26-35,Female,Bristol,New,Bronze
C2795,2021-03-29,56-65,Male,Nottingham,Returning,Bronze
C2796,2024-04-28,18-25,Male,Bristol,New,Silver
C2797,2022-11-20,56-65,Female,Belfast,New,Bronze
C2798,2023-04-23,65+,Male,Nottingham,Returning,Gold
C2799,2020-08-08,65+,Male,Cardiff,New,Silver
C2800,2023-04-11,26-35,Male,Birmingham,Returning,Bronze
C2801,2022-11-29,36-45,Male,Nottingham,Returning,Gold
C2802,2022-04-10,26-35,Female,Newcastle,New,Silver
C2803,2022-01-02,36-45,Male,Cardiff,New,Gold
C2804,2021-07-05,56-65,Male,London,Returning,Silver
C2805,2022-08-11,26-35,Female,Leicester,Returning,Bronze
C2806,2023-03-16,36-45,Male,Leicester,Returning,Bronze
C2807,2024-06-17,26-35,Female,Belfast,New,Silver
C2808,2021-07-10,26-35,Male,Belfast,Returning,Silver
C2809,2024-01-28,26-35,Prefer not to say,Sheffield,New,Silver
C2810,2020-06-03,56-65,Male,Birmingham,Returning,Bronze
C2811,2023-01-31,36-45,Female,Bristol,Returning,Bronze
C2812,2024-06-27,36-45,Male,Liverpool,New,Silver
C2813,2024-01-15,56-65,Female,Manchester,New,Gold
C2814,2023-11-27,36-45,Male,Leeds,New,Gold
C2815,2020-02-09,26-35,Female,Birmingham,New,Bronze
C2816,2023-08-25,46-55,Female,Bristol,Returning,Silver
C2817,2020-06-05,56-65,Male,Sheffield,New,Silver
C2818,2020-02-16,46-55,Male,Leeds,New,Silver
C2819,2024-03-20,36-45,Male,Southampton,Returning,Gold
C2820,2023-08-24,26-35,Female,Birmingham,Returning,Silver
C2821,2020-08-12,36-45,Male,Birmingham,Returning,Bronze
C2822,2022-02-04,36-45,Female,Bristol,New,Silver
C2823,2020-03-13,18-25,Male,Southampton,New,Bronze
C2824,2022-06-03,36-45,Female,Belfast,Returning,Silver
C2825,2020-12-25,56-65,Female,Nottingham,New,Silver
C2826,2021-10-08,46-55,Male,Leeds,New,Bronze
C2827,2023-07-05,46-55,Female,Bristol,New,Silver
C2828,2020-04-24,18-25,Female,London,New,Bronze
C2829,2020-06-04,18-25,Female,Birmingham,New,Bronze
C2830,2020-09-23,46-55,Male,Cardiff,Returning,Bronze
C2831,2021-09-23,18-25,Female,Bristol,Returning,Gold
C2832,2022-09-07,65+,Male,Newcastle,New,Bronze
C2833,2020-08-19,36-45,Male,Manchester,New,Silver
C2834,2020-06-09,36-45,Female,Edinburgh,Returning,Bronze
C2835,2024-01-30,26-35,Female,Southampton,New,Bronze
C2836,2022-07-25,46-55,Male,London,New,Silver
C2837,2021-09-29,56-65,Male,Nottingham,Returning,Bronze
C2838,2022-11-13,18-25,Female,Sheffield,Returning,Silver
C2839,2023-11-13,26-35,Female,Sheffield,New,Bronze
C2840,2023-03-21,65+,Male,Edinburgh,Returning,Silver
C2841,2020-12-18,65+,Female,Leeds,Returning,Gold
C2842,2022-01-15,26-35,Female,Liverpool,New,Silver
C2843,2023-02-20,36-45,Female,Manchester,New,Bronze
C2844,2024-04-22,26-35,Female,Bristol,New,Gold
C2845,2020-01-10,26-35,Female,Bristol,New,Bronze
C2846,2020-02-20,46-55,Female,Belfast,Returning,Bronze
C2847,2021-07-16,36-45,Male,Edinburgh,New,Bronze
C2848,2023-09-21,36-45,Male,Glasgow,Returning,Silver
C2849,2021-10-23,36-45,Male,Edinburgh,Returning,Silver
C2850,2021-07-20,56-65,Male,Birmingham,New,Bronze
C2851,2021-06-04,26-35,Male,Cardiff,New,Bronze
C2852,2020-08-17,46-55,Male,Cardiff,New,Bronze
C2853,2022-12-22,36-45,Male,Southampton,New,Gold
C2854,2020-01-14,26-35,Female,Nottingham,New,Gold
C2855,2022-04-08,36-45,Female,Newcastle,New,Silver
C2856,2021-09-16,26-35,Female,Glasgow,Returning,Silver
C2857,2020-01-12,26-35,Female,Southampton,New,Bronze
C2858,2021-04-11,18-25,Male,Cardiff,Returning,Bronze
C2859,2022-06-27,46-55,Female,Glasgow,New,Silver
C2860,2020-03-16,26-35,Non-binary,Southampton,New,Gold
C2861,2024-03-14,46-55,Male,Edinburgh,Returning,Bronze
C2862,2022-03-11,26-35,Female,Edinburgh,New,Bronze
C2863,2020-07-09,26-35,Female,Edinburgh,New,Silver
C2864,2021-10-11,26-35,Female,Cardiff,Returning,Gold
C2865,2020-02-21,18-25,Male,Cardiff,Returning,Bronze
C2866,2023-10-21,18-25,Non-binary,Leicester,New,Silver
C2867,2022-12-03,36-45,Male,Edinburgh,New,Bronze
C2868,2020-07-20,36-45,Female,Leicester,New,Bronze
C2869,2020-11-13,36-45,Male,Newcastle,New,Silver
C2870,2023-07-27,26-35,Female,Birmingham,New,Silver
C2871,2020-02-03,26-35,Male,Belfast,Returning,Silver
C2872,2024-03-09,46-55,Male,Sheffield,New,Silver
C2873,2022-04-19,18-25,Male,Birmingham,New,Silver
C2874,2020-07-23,26-35,Male,Belfast,Returning,Gold
C2875,2020-12-24,56-65,Female,Southampton,New,Silver
C2876,2021-09-01,36-45,Female,Leicester,New,Silver
C2877,2020-11-20,36-45,Female,Sheffield,New,Silver
C2878,2022-11-08,18-25,Male,Sheffield,New,Silver
C2879,2022-06-25,36-45,Non-binary,Edinburgh,Returning,Bronze
C2880,2021-08-20,26-35,Male,Liverpool,New,Silver
C2881,2021-12-23,65+,Male,Birmingham,New,Silver
C2882,2021-11-10,46-55,Male,Bristol,New,Silver
C2883,2021-10-09,36-45,Female,Glasgow,New,Bronze
C2884,2022-06-28,46-55,Male,Belfast,New,Gold
C2885,2020-11-23,36-45,Female,Leicester,Returning,Bronze
C2886,2020-10-29,65+,Male,Manchester,New,Silver
C2887,2021-12-16,18-25,Male,Sheffield,New,Bronze
C2888,2021-09-18,36-45,Female,Birmingham,New,Silver
C2889,2024-01-12,36-45,Male,Nottingham,New,Silver
C2890,2023-09-06,46-55,Female,Southampton,New,Gold
C2891,2020-11-11,56-65,Female,Cardiff,New,Silver
C2892,2020-05-04,26-35,Male,Newcastle,New,Bronze
C2893,2024-04-18,46-55,Male,Leicester,Returning,Bronze
C2894,2021-08-16,26-35,Male,Birmingham,New,Bronze
C2895,2020-02-10,18-25,Female,Bristol,Returning,Silver
C2896,2021-05-28,18-25,Female,Belfast,New,Silver
C2897,2023-09-22,46-55,Male,Newcastle,New,Bronze
C2898,2020-02-17,26-35,Male,Leicester,New,Bronze
C2899,2023-03-16,26-35,Male,Sheffield,Returning,Silver
C2900,2022-01-15,36-45,Female,Cardiff,Returning,Bronze
C2901,2023-10-08,36-45,Female,Glasgow,Returning,Gold
C2902,2020-07-24,36-45,Male,Sheffield,New,Silver
C2903,2020-11-22,18-25,Male,Bristol,New,Gold
C2904,2024-03-22,36-45,Female,Manchester,New,Gold
C2905,2023-09-26,26-35,Female,Glasgow,Returning,Silver
C2906,2021-06-25,18-25,Male,Belfast,Returning,Bronze
C2907,2021-01-31,46-55,Female,Manchester,New,Silver
C2908,2023-03-25,56-65,Female,Leeds,Returning,Bronze
C2909,2023-01-06,36-45,Female,Southampton,New,Bronze
C2910,2023-01-04,26-35,Male,Southampton,New,Gold
C2911,2020-02-26,26-35,Female,Edinburgh,New,Bronze
C2912,2022-07-03,18-25,Female,Cardiff,Returning,Gold
C2913,2022-11-14,26-35,Male,Leicester,New,Bronze
C2914,2022-03-25,36-45,Female,Manchester,New,Bronze
C2915,2020-10-31,46-55,Male,London,Returning,Bronze
C2916,2021-01-14,46-55,Male,Cardiff,Returning,Gold
C2917,2024-03-03,26-35,Female,Liverpool,Returning,Silver
C2918,2024-03-18,36-45,Male,Leicester,New,Bronze
C2919,2021-01-20,36-45,Female,Belfast,Returning,Silver
C2920,2024-01-09,26-35,Female,Liverpool,Returning,Bronze
C2921,2020-02-06,46-55,Female,Sheffield,New,Silver
C2922,2020-09-14,26-35,Male,Newcastle,Returning,Gold
C2923,2022-10-18,26-35,Male,Bristol,New,Bronze
C2924,2022-05-15,18-25,Male,Southampton,New,Silver
C2925,2023-01-19,18-25,Female,Birmingham,Returning,Bronze
C2926,2024-03-28,36-45,Male,Glasgow,Returning,Silver
C2927,2023-08-19,65+,Male,Manchester,Returning,Silver
C2928,2024-03-23,26-35,Female,London,New,Bronze
C2929,2021-10-14,36-45,Female,Bristol,New,Silver
C2930,2021-07-24,46-55,Male,Liverpool,Returning,Bronze
C2931,2022-09-05,46-55,Male,Glasgow,New,Bronze
C2932,2021-06-07,26-35,Male,Edinburgh,Returning,Bronze
C2933,2023-10-12,18-25,Male,Leeds,New,Gold
C2934,2020-11-07,46-55,Female,Nottingham,New,Bronze
C2935,2021-06-16,65+,Female,Bristol,Returning,Bronze
C2936,2022-07-04,18-25,Female,Glasgow,New,Bronze
C2937,2022-01-09,26-35,Male,Cardiff,New,Bronze
C2938,2021-05-01,46-55,Male,London,New,Silver
C2939,2022-01-21,18-25,Male,Newcastle,Returning,Bronze
C2940,2023-11-03,26-35,Male,Belfast,Returning,Bronze
C2941,2021-11-01,26-35,Male,Nottingham,New,Silver
C2942,2023-08-02,26-35,Male,Glasgow,New,Silver
C2943,2022-08-14,26-35,Female,Southampton,New,Silver
C2944,2020-12-23,56-65,Male,Liverpool,Returning,Silver
C2945,2022-03-11,56-65,Female,Nottingham,Returning,Bronze
C2946,2021-11-05,26-35,Female,Sheffield,New,Bronze
C2947,2022-03-19,36-45,Male,London,Returning,Bronze
C2948,2022-02-28,26-35,Male,Nottingham,Returning,Bronze
C2949,2023-12-23,26-35,Female,Liverpool,New,Bronze
C2950,2021-05-07,46-55,Female,Liverpool,New,Bronze
C2951,2020-07-07,46-55,Prefer not to say,Glasgow,Returning,Bronze
C2952,2023-10-22,26-35,Female,Manchester,New,Silver
C2953,2021-05-06,56-65,Male,Edinburgh,Returning,Bronze
C2954,2022-08-08,18-25,Female,Belfast,New,Bronze
C2955,2024-04-21,18-25,Male,Bristol,New,Bronze
C2956,2022-10-29,36-45,Male,Edinburgh,Returning,Bronze
C2957,2022-05-09,26-35,Male,Southampton,New,Silver
C2958,2023-07-21,56-65,Female,Sheffield,Returning,Bronze
C2959,2021-03-28,26-35,Female,Leeds,Returning,Bronze
C2960,2021-02-20,26-35,Female,Glasgow,New,Silver
C2961,2023-12-09,36-45,Male,Southampton,Returning,Gold
C2962,2023-08-14,26-35,Male,Manchester,Returning,Silver
C2963,2021-06-08,18-25,Female,Manchester,New,Gold
C2964,2022-07-30,36-45,Male,Sheffield,Returning,Silver
C2965,2023-03-10,36-45,Male,London,New,Silver
C2966,2020-03-15,36-45,Male,Glasgow,Returning,Silver
C2967,2023-04-01,36-45,Male,Leeds,New,Silver
C2968,2024-03-05,18-25,Male,Bristol,Returning,Silver
C2969,2020-09-11,36-45,Male,Liverpool,New,Silver
C2970,2022-03-27,26-35,Male,Edinburgh,New,Silver
C2971,2020-04-22,36-45,Male,Glasgow,New,Bronze
C2972,2022-07-02,26-35,Female,Cardiff,New,Gold
C2973,2021-08-02,46-55,Female,Sheffield,New,Silver
C2974,2023-10-30,26-35,Male,Sheffield,New,Bronze
C2975,2021-03-25,26-35,Female,Glasgow,New,Silver
C2976,2020-06-30,46-55,Female,Birmingham,New,Gold
C2977,2021-02-15,46-55,Male,Edinburgh,New,Bronze
C2978,2022-11-26,18-25,Female,Bristol,New,Bronze
C2979,2020-12-30,46-55,Male,Belfast,Returning,Silver
C2980,2021-02-22,65+,Female,Birmingham,Returning,Bronze
C2981,2022-03-23,26-35,Female,Belfast,Returning,Bronze
C2982,2021-04-02,46-55,Male,Nottingham,New,Bronze
C2983,2024-01-05,46-55,Male,Liverpool,New,Bronze
C2984,2021-04-06,56-65,Male,Bristol,New,Silver
C2985,2020-12-31,18-25,Male,Southampton,New,Bronze
C2986,2023-02-05,56-65,Male,Nottingham,Returning,Gold
C2987,2023-12-02,46-55,Male,Edinburgh,New,Silver
C2988,2024-03-19,46-55,Female,Belfast,New,Silver
C2989,2022-09-10,26-35,Male,Bristol,Returning,Bronze
C2990,2020-10-11,36-45,Female,Belfast,Returning,Bronze
C2991,2020-05-16,36-45,Female,Belfast,Returning,Silver
C2992,2020-01-24,18-25,Male,Liverpool,New,Silver
C2993,2023-02-28,36-45,Male,Sheffield,Returning,Silver
C2994,2021-07-18,26-35,Male,Glasgow,New,Bronze
C2995,2024-03-11,46-55,Female,Glasgow,New,Silver
C2996,2023-10-11,26-35,Female,London,Returning,Bronze
C2997,2023-11-26,46-55,Male,Leicester,New,Bronze
C2998,2020-04-05,46-55,Female,London,New,Silver
C2999,2020-11-09,36-45,Female,Nottingham,New,Bronze
C3000,2023-03-16,26-35,Female,Leicester,New,Silver
C3001,2022-02-05,36-45,Male,Leicester,New,Silver
C3002,2024-03-30,36-45,Female,Bristol,New,Silver
C3003,2022-10-14,18-25,Male,Birmingham,New,Silver
C3004,2023-09-06,26-35,Female,London,New,Bronze
C3005,2024-04-25,65+,Male,Sheffield,Returning,Bronze
C3006,2020-03-25,18-25,Female,Glasgow,New,Bronze
C3007,2023-08-23,18-25,Female,Leicester,New,Bronze
C3008,2024-03-08,26-35,Female,Cardiff,New,Bronze
C3009,2022-08-04,46-55,Female,Birmingham,Returning,Bronze
C3010,2022-09-07,18-25,Female,Cardiff,Returning,Gold
C3011,2023-12-11,26-35,Female,Belfast,New,Silver
C3012,2023-07-04,46-55,Male,Newcastle,New,Silver
C3013,2020-07-17,65+,Male,Belfast,New,Bronze
C3014,2022-09-15,46-55,Non-binary,Liverpool,Returning,Bronze
C3015,2022-08-02,36-45,Male,Bristol,Returning,Bronze
C3016,2023-10-06,18-25,Female,Belfast,Returning,Silver
C3017,2021-07-13,26-35,Male,Nottingham,New,Silver
C3018,2024-06-27,36-45,Male,Glasgow,New,Silver
C3019,2021-03-18,56-65,Female,Sheffield,Returning,Silver
C3020,2020-11-07,56-65,Male,Liverpool,Returning,Gold
C3021,2024-06-15,36-45,Male,Edinburgh,Returning,Silver
C3022,2022-07-09,36-45,Female,London,Returning,Bronze
C3023,2022-04-17,26-35,Male,Manchester,New,Bronze
C3024,2023-01-06,36-45,Female,Cardiff,New,Bronze
C3025,2022-09-20,18-25,Male,Belfast,New,Silver
C3026,2023-06-21,46-55,Female,London,New,Silver
C3027,2020-08-26,26-35,Male,Belfast,Returning,Silver
C3028,2024-01-15,18-25,Male,Birmingham,Returning,Silver
C3029,2022-12-08,65+,Male,Sheffield,New,Bronze
C3030,2020-03-11,46-55,Male,Liverpool,New,Bronze
C3031,2024-03-06,26-35,Male,Liverpool,Returning,Bronze
C3032,2021-07-04,36-45,Male,Newcastle,Returning,Silver
C3033,2022-07-25,56-65,Female,Southampton,New,Silver
C3034,2023-09-25,18-25,Female,Glasgow,Returning,Bronze
C3035,2023-04-25,36-45,Male,Southampton,Returning,Gold
C3036,2020-11-08,18-25,Male,Leeds,New,Bronze
C3037,2023-09-24,46-55,Female,Cardiff,Returning,Bronze
C3038,2020-08-06,46-55,Female,Edinburgh,Returning,Silver
C3039,2023-01-10,56-65,Male,Birmingham,New,Gold
C3040,2020-05-16,26-35,Female,Southampton,New,Silver
C3041,2021-08-11,36-45,Female,Edinburgh,Returning,Silver
C3042,2023-10-12,36-45,Female,Belfast,Returning,Bronze
C3043,2023-05-30,36-45,Female,Manchester,New,Bronze
C3044,2023-07-26,26-35,Female,Southampton,New,Silver
C3045,2023-04-02,46-55,Female,Leicester,New,Silver
C3046,2020-03-17,36-45,Male,Belfast,New,Bronze
C3047,2024-05-09,26-35,Female,Birmingham,New,Silver
C3048,2021-01-27,36-45,Female,Belfast,Returning,Gold
C3049,2020-11-28,26-35,Male,Cardiff,New,Bronze
C3050,2021-03-20,46-55,Female,Glasgow,New,Bronze
C3051,2021-05-02,36-45,Female,Leicester,Returning,Bronze
C3052,2023-04-24,26-35,Male,London,New,Gold
C3053,2023-12-20,65+,Male,Belfast,Returning,Gold
C3054,2024-01-22,26-35,Female,Nottingham,New,Bronze
C3055,2023-10-21,36-45,Male,Birmingham,Returning,Bronze
C3056,2024-03-07,18-25,Female,Edinburgh,New,Bronze
C3057,2023-06-20,18-25,Female,Glasgow,New,Bronze
C3058,2023-12-28,18-25,Male,Manchester,New,Bronze
C3059,2020-10-29,46-55,Female,Newcastle,New,Bronze
C3060,2020-06-15,18-25,Male,Bristol,New,Silver
C3061,2022-07-03,26-35,Female,Manchester,New,Bronze
C3062,2022-01-12,36-45,Female,Sheffield,Returning,Gold
C3063,2022-01-07,36-45,Female,Edinburgh,New,Silver
C3064,2021-11-07,36-45,Female,Manchester,New,Bronze
C3065,2022-10-15,56-65,Male,Sheffield,New,Silver
C3066,2023-10-02,46-55,Male,Leeds,New,Bronze
C3067,2023-04-06,56-65,Female,Leeds,Returning,Gold
C3068,2022-03-02,36-45,Female,Newcastle,Returning,Gold
C3069,2022-06-09,56-65,Female,Liverpool,Returning,Silver
C3070,2023-11-28,36-45,Male,London,Returning,Bronze
C3071,2020-02-10,26-35,Male,Leicester,New,Bronze
C3072,2023-03-09,18-25,Female,Manchester,Returning,Silver
C3073,2023-10-19,18-25,Male,Nottingham,New,Bronze
C3074,2020-09-15,36-45,Male,Manchester,New,Bronze
C3075,2020-04-28,56-65,Male,Glasgow,New,Gold
C3076,2022-08-26,26-35,Male,Belfast,New,Bronze
C3077,2023-06-14,26-35,Female,Sheffield,Returning,Silver
C3078,2024-04-26,18-25,Female,Liverpool,New,Bronze
C3079,2023-03-21,18-25,Female,Liverpool,Returning,Bronze
C3080,2023-08-06,26-35,Male,London,New,Gold
C3081,2020-05-25,36-45,Male,Newcastle,Returning,Bronze
C3082,2021-12-23,56-65,Male,Glasgow,Returning,Silver
C3083,2022-10-09,56-65,Female,Leeds,New,Gold
